,verb,present,cogmech,insight,time,relativ,funct,negate,quant,social,certain,affect,posemo,money,auxverb,future,discrep,humans,negemo,sad,percept,feel,family,bio,health,body,incl,motion,space,tentat,home,past,ingest,relig,number,achieve,adverb,work,friend,cause,anger,hear,pronoun,ipron,excl,leisure,preps,conj,death,inhib,see,ppron,i,anx,nonfl,sexual,swear,filler,assent,you,they
sid2286,4,2,4,1,3,3,4,0,1,3,0,5,4,0,1,1,2,1,1,0,3,1,0,2,0,2,0,1,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
sid2287,14,7,24,3,15,47,25,0,4,13,5,22,6,0,2,1,4,2,16,3,13,2,0,9,2,4,0,8,25,6,0,5,3,2,1,5,7,6,0,4,8,11,0,0,1,3,11,2,6,2,0,0,0,0,0,0,0,1,0,0,0
sid2288,19,15,18,4,14,46,19,1,7,27,1,9,5,4,1,0,1,13,4,2,3,1,8,7,2,5,3,12,21,0,6,4,0,0,2,4,2,1,0,5,1,2,0,0,0,6,8,2,1,3,0,0,0,0,0,0,0,1,0,0,0
sid2289,36,17,44,6,7,61,41,3,10,14,5,23,18,3,6,1,5,0,5,0,28,5,0,18,3,5,6,24,27,9,10,13,10,4,10,3,7,15,1,3,2,9,1,1,1,17,6,3,0,5,11,0,0,1,0,0,0,0,0,0,0
sid2290,16,12,29,7,15,43,19,3,5,13,6,8,3,0,0,0,2,2,4,2,6,0,1,2,1,1,2,8,17,4,0,4,0,12,1,6,3,1,0,4,2,4,3,3,4,2,5,0,2,0,2,0,0,0,0,0,0,0,1,0,0
sid2291,89,53,96,20,41,100,96,5,22,44,19,68,39,17,30,20,27,5,28,5,37,11,16,43,3,18,10,29,30,10,8,8,21,3,10,8,17,6,3,8,9,3,3,3,2,5,11,8,0,3,6,0,0,9,4,1,0,1,2,0,0
sid2292,119,70,180,30,84,269,125,6,30,127,44,160,132,20,17,13,36,35,28,10,72,18,26,35,3,18,18,76,122,19,54,33,11,8,10,41,24,39,3,29,5,27,17,17,6,47,23,7,3,14,25,0,0,4,1,4,1,14,0,0,0
sid2293,131,71,132,39,57,204,92,8,7,98,14,84,52,5,19,8,31,14,32,3,68,10,34,67,12,39,25,69,72,5,30,44,16,7,7,12,29,4,1,5,17,26,4,4,3,13,23,5,11,5,22,0,0,9,2,0,0,4,0,0,0
sid2294,7,3,14,2,13,30,16,1,3,22,2,7,4,2,2,2,2,4,3,1,9,1,8,3,0,1,1,2,14,1,7,2,2,0,4,2,4,3,1,0,1,6,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0
sid2295,231,119,227,63,113,288,202,8,31,166,17,162,95,16,49,31,44,36,67,23,72,28,36,61,15,43,26,87,73,24,37,66,3,14,35,136,39,9,3,15,29,21,13,13,9,10,25,21,11,32,23,0,0,5,7,0,0,1,0,0,0
sid2296,114,70,124,28,58,176,161,10,13,128,17,74,47,23,21,15,28,8,27,9,42,10,27,47,6,31,16,53,65,8,9,25,8,3,20,28,24,5,1,16,5,16,54,9,5,6,22,9,2,5,16,45,3,5,3,2,0,0,1,42,0
sid2297,109,54,161,46,82,232,115,5,19,80,19,178,93,2,21,12,27,9,85,13,66,36,3,58,13,32,6,60,87,12,3,35,13,12,17,53,33,20,5,27,46,5,1,1,0,9,24,3,12,19,26,0,0,13,5,1,0,4,0,0,0
sid2298,108,60,127,25,82,187,105,10,10,107,22,79,50,7,26,15,32,10,29,13,22,7,41,23,3,15,17,48,54,7,8,23,3,4,14,21,18,4,1,7,7,6,9,9,4,2,21,6,7,9,9,0,0,8,5,2,0,2,0,0,0
sid2299,84,57,76,26,82,200,104,8,15,102,12,104,59,5,13,7,12,13,45,11,83,38,45,31,4,15,4,57,59,4,18,17,10,6,18,15,19,5,0,9,19,9,15,3,5,4,22,5,8,11,23,12,0,9,1,2,0,1,0,12,0
sid2300,4,4,7,0,3,5,4,2,0,0,3,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
sid2301,108,69,119,38,47,153,86,5,12,64,9,73,53,5,22,19,24,9,20,8,31,11,13,21,3,13,17,41,62,10,13,18,3,4,3,36,21,8,2,7,2,2,5,4,0,10,20,2,1,10,19,1,0,5,4,2,0,2,0,1,0
sid2302,12,10,17,3,7,10,5,2,1,8,4,10,5,0,1,0,2,0,5,2,0,0,1,5,0,0,2,3,1,0,3,2,4,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0
sid2303,8,8,16,5,5,14,11,0,6,6,2,21,17,8,0,0,2,1,4,1,8,4,0,9,3,6,2,6,4,0,2,0,0,4,1,3,3,1,1,4,1,1,2,1,0,3,0,0,1,1,3,1,1,1,0,0,0,1,0,0,0
sid2304,119,81,83,17,45,163,82,4,11,74,9,77,58,4,11,8,7,8,19,1,42,13,27,59,3,38,21,55,63,7,9,29,18,8,27,30,19,12,4,11,13,2,3,2,2,20,10,4,3,5,18,1,1,0,8,0,0,1,0,0,0
sid2305,35,17,27,6,8,37,26,2,1,14,2,19,14,0,10,3,8,0,5,3,22,4,1,5,0,2,4,14,15,0,12,10,2,1,1,0,4,0,1,3,1,7,0,0,1,3,9,3,1,4,9,0,0,0,0,1,0,0,0,0,0
sid2306,291,174,339,100,158,394,265,15,55,142,37,231,156,11,63,46,83,14,74,13,113,41,10,116,17,53,27,122,113,60,20,56,48,56,12,40,64,21,19,24,27,19,19,18,13,31,45,12,12,24,45,1,1,18,11,1,0,10,1,0,0
sid2307,155,105,138,19,120,267,205,10,39,146,28,178,110,9,26,21,31,18,68,29,57,25,25,73,22,37,26,79,65,6,25,24,9,11,46,72,32,8,3,14,14,16,23,6,1,48,30,11,25,13,11,17,5,16,3,5,0,3,0,12,0
sid2308,44,25,43,6,17,65,59,7,13,41,4,38,19,0,6,3,7,3,19,7,25,6,3,12,3,5,12,17,31,1,21,13,1,1,3,18,4,1,0,3,7,15,9,1,1,2,22,3,4,8,5,8,0,2,0,3,0,0,0,8,0
sid2309,19,11,24,4,13,38,26,2,4,11,1,20,16,3,5,4,7,3,4,2,11,7,1,11,1,5,2,9,16,3,0,3,5,1,1,3,7,2,3,5,1,1,1,1,2,2,8,2,2,2,2,0,0,1,1,0,0,2,0,0,0
sid2310,117,69,98,20,45,161,100,4,13,101,10,54,38,0,22,14,24,17,16,8,31,11,44,61,0,55,25,61,58,5,49,27,4,1,19,17,11,2,1,9,1,3,6,2,1,24,29,5,4,8,19,4,3,7,0,2,0,5,0,1,0
sid2311,2,1,3,2,3,8,4,0,1,3,1,5,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
sid2312,23,13,26,5,8,16,13,0,5,12,3,28,23,0,2,2,3,1,5,0,12,1,1,11,0,10,3,4,5,4,1,8,0,0,1,4,2,3,3,0,3,6,2,1,1,2,2,0,1,5,4,1,1,2,0,7,7,1,1,0,0
sid2313,54,39,65,20,25,82,49,0,9,51,6,43,31,16,7,5,6,2,12,5,6,0,14,11,3,1,10,27,28,7,3,10,6,6,9,7,8,11,1,10,1,6,10,4,0,3,6,1,7,4,0,6,0,1,2,1,1,0,1,6,0
sid2314,137,89,158,49,121,207,150,13,29,79,31,272,91,11,13,10,36,2,181,32,58,30,42,59,11,38,11,44,47,17,26,35,9,91,22,73,47,21,0,12,47,10,16,16,7,7,18,1,11,11,14,0,0,3,19,1,0,12,2,0,0
sid2315,45,26,44,6,30,98,27,1,3,31,4,12,8,1,2,2,4,4,4,0,21,10,6,26,3,23,9,46,19,1,7,17,0,9,2,4,6,9,0,12,2,0,5,5,4,17,10,8,1,5,2,0,0,0,0,0,0,1,0,0,0
sid2316,14,5,25,3,7,26,19,1,5,25,6,24,8,1,3,2,2,2,16,0,9,1,0,2,2,0,0,8,10,2,2,6,0,3,1,12,2,0,1,3,9,5,4,1,0,0,2,2,3,3,2,3,0,4,1,0,0,0,0,3,0
sid2317,11,11,16,4,16,34,13,0,4,9,1,16,15,0,0,0,3,1,1,0,9,6,3,5,1,3,5,7,13,2,0,0,1,0,0,1,6,1,0,2,0,0,0,0,0,0,3,1,1,0,3,0,0,1,3,0,0,3,0,0,0
sid2318,81,40,98,25,50,135,78,2,8,91,15,110,67,34,16,10,18,7,43,5,27,12,37,28,1,23,5,33,54,8,34,25,4,6,11,16,19,7,0,10,6,11,3,3,0,13,20,2,0,15,4,0,0,14,2,0,0,2,0,0,0
sid2319,7,4,2,1,5,7,4,0,0,0,0,5,2,1,1,1,1,0,3,0,2,0,0,2,0,2,0,0,1,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0
sid2320,263,193,236,37,145,411,217,13,34,154,22,186,119,12,25,10,39,23,65,17,93,27,44,173,29,103,51,138,123,14,64,46,27,6,44,69,56,24,4,39,26,20,9,9,9,19,43,16,10,31,34,0,0,9,6,19,1,1,0,0,0
sid2321,49,25,61,8,47,115,55,4,13,15,7,69,47,4,9,4,13,2,22,4,44,16,3,44,9,33,8,30,40,12,9,16,3,2,11,14,10,4,1,4,4,5,1,1,4,1,8,1,4,11,27,0,0,3,2,0,0,4,0,0,0
sid2322,26,16,20,6,12,41,20,3,3,20,2,23,13,8,3,2,5,1,9,6,8,2,4,13,3,4,4,10,19,1,0,7,6,7,2,4,4,2,1,0,0,2,2,0,1,0,4,2,3,1,4,2,0,3,2,0,0,1,0,2,0
sid2323,88,42,87,27,60,137,88,3,22,87,13,74,36,32,22,13,18,9,38,5,14,6,27,49,24,9,4,30,45,8,11,31,16,2,15,20,14,20,9,10,16,5,5,5,0,16,6,6,12,12,3,0,0,5,1,0,0,1,1,0,0
sid2324,63,44,76,16,26,81,76,2,7,62,8,44,26,13,14,7,17,13,18,3,19,5,7,40,23,14,8,27,24,8,0,8,2,3,9,22,9,4,1,18,7,0,33,3,1,3,3,0,17,4,10,30,1,2,3,1,0,0,0,29,0
sid2325,8,5,15,2,8,14,8,1,3,5,5,12,6,1,1,0,2,0,6,1,3,0,0,2,0,2,2,3,2,1,0,2,0,0,0,0,1,0,1,0,2,1,0,0,0,1,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0
sid2326,31,19,46,18,29,70,29,1,5,20,3,48,16,2,2,0,4,1,32,2,40,2,0,9,2,5,5,16,26,10,5,11,2,6,4,4,5,5,1,3,8,26,3,3,2,3,8,3,2,2,7,0,0,12,0,0,0,3,0,0,0
sid2327,262,162,295,67,129,342,228,28,31,140,39,310,202,20,61,38,69,28,106,28,94,30,16,71,5,33,16,88,133,45,26,42,21,3,17,132,46,7,8,28,49,22,20,20,13,23,33,8,8,16,41,0,0,25,13,12,0,10,1,0,0
sid2328,14,9,26,9,15,53,23,5,4,19,1,19,8,0,0,0,4,3,11,1,11,3,4,17,6,11,4,18,18,4,9,5,0,4,7,2,5,3,0,1,7,5,1,1,5,8,5,0,11,0,3,0,0,2,0,0,0,1,0,0,0
sid2329,135,89,151,31,47,154,113,7,35,89,18,155,113,17,21,17,30,14,42,19,82,26,26,97,19,47,16,47,60,14,14,25,17,8,6,33,22,11,0,33,10,10,1,1,3,19,25,6,10,11,35,0,0,5,5,14,0,7,0,0,0
sid2330,12,8,11,3,4,25,14,1,2,10,0,8,4,0,2,0,2,6,4,0,4,1,0,7,1,4,4,9,8,1,0,3,2,1,1,1,3,0,0,2,3,0,2,0,0,0,3,1,0,0,2,2,0,1,0,2,2,0,0,2,0
sid2331,171,93,164,38,70,298,159,9,28,76,15,128,92,9,37,27,42,11,35,5,57,33,8,55,17,31,21,87,137,17,14,41,6,8,29,54,25,16,10,21,13,10,7,6,4,16,28,8,11,17,11,1,1,11,3,4,1,6,0,0,0
sid2332,28,15,34,9,22,62,44,2,3,35,5,35,19,0,7,4,6,5,16,5,32,13,5,25,3,17,5,17,23,3,8,7,5,2,9,9,6,4,5,3,8,8,5,4,1,8,14,0,1,3,9,1,1,1,1,0,0,0,0,0,0
sid2333,463,287,660,152,322,731,547,65,106,236,113,389,259,15,86,45,162,30,130,22,199,53,28,89,13,45,98,153,306,72,56,91,28,50,22,107,138,28,4,46,67,45,55,55,23,64,107,22,31,50,80,0,0,17,27,3,3,61,2,0,0
sid2334,24,13,34,10,30,64,33,3,9,18,7,19,13,2,6,3,6,9,6,5,9,0,4,11,0,1,7,16,16,2,9,6,9,3,2,2,8,1,0,1,0,3,1,1,0,6,5,4,0,4,6,0,0,0,0,1,1,0,0,0,0
sid2335,17,12,21,17,16,27,37,0,3,18,2,17,17,6,1,1,1,1,0,0,4,0,2,12,1,6,0,6,5,1,1,4,5,6,24,24,5,5,0,2,0,2,0,0,0,3,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0
sid2336,12,6,20,6,10,32,14,0,2,17,0,10,6,1,4,2,4,2,4,1,4,0,4,2,0,2,1,6,15,2,2,3,0,0,2,1,2,2,0,2,2,2,0,0,0,2,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0
sid2337,14,10,17,7,5,14,14,1,3,11,2,9,8,1,3,2,3,0,1,0,6,0,0,2,0,2,0,1,8,3,0,1,0,1,0,0,1,0,3,2,0,3,1,0,0,4,5,0,1,1,1,1,1,1,1,0,0,0,0,0,0
sid2338,7,6,6,2,3,7,6,0,4,4,2,7,7,1,1,1,2,0,0,0,6,1,0,3,0,3,1,2,2,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
sid2339,116,54,126,23,52,135,128,5,17,82,31,52,30,5,31,28,28,11,22,0,15,7,11,38,1,25,23,52,28,10,11,33,12,1,36,45,19,11,0,13,13,5,10,9,3,20,12,5,7,1,2,1,1,6,4,0,0,0,0,0,0
sid2340,130,84,117,19,44,140,106,8,30,43,11,94,70,11,26,17,30,0,24,5,12,8,7,44,7,23,14,35,64,7,13,21,12,1,19,35,14,19,4,23,11,2,5,4,1,21,11,9,4,15,2,1,0,1,6,4,1,6,0,1,0
sid2341,101,56,141,34,74,230,99,8,23,50,8,107,77,12,23,13,23,6,30,3,64,27,10,40,11,20,16,68,85,30,18,23,7,5,1,24,20,13,4,13,10,14,7,5,4,14,20,5,8,21,21,2,2,12,1,3,0,2,0,0,0
sid2342,12,7,15,3,8,16,14,3,1,11,4,24,16,2,4,3,5,0,8,1,1,0,0,3,1,2,0,3,6,1,0,1,0,1,0,7,4,2,1,2,2,0,2,2,0,5,0,0,1,1,1,0,0,2,2,0,0,1,0,0,0
sid2343,42,29,46,5,23,61,38,1,11,28,4,41,29,22,10,7,9,14,12,4,22,10,0,14,3,5,7,19,14,5,5,4,6,2,2,7,9,6,1,10,2,4,1,1,1,8,6,1,0,6,6,0,0,4,0,0,0,0,0,0,0
sid2344,37,27,45,8,30,57,34,1,9,19,8,25,18,3,5,2,8,1,7,1,16,4,1,18,5,5,4,9,18,5,2,5,8,0,0,6,12,7,1,10,2,6,0,0,1,3,4,5,0,5,5,0,0,0,1,0,0,0,1,0,0
sid2345,4,2,1,0,2,9,6,0,1,0,0,2,2,1,1,1,0,0,0,0,1,1,0,2,0,1,0,3,4,0,0,1,1,1,0,1,2,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sid2346,17,10,21,2,8,33,11,3,0,10,1,3,0,0,4,2,4,1,3,2,2,0,2,4,0,2,9,13,11,1,3,3,2,0,0,1,1,1,0,2,0,1,0,0,1,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
sid2347,129,76,139,28,71,157,131,11,28,114,19,198,132,11,32,22,30,33,66,13,74,19,26,61,7,36,13,47,38,16,16,25,13,4,6,47,23,13,3,21,24,11,15,10,4,17,13,7,8,9,15,5,0,13,6,5,1,3,0,5,0
sid2348,261,160,284,47,198,511,257,23,33,111,47,163,108,5,43,36,58,7,54,13,164,41,5,89,18,38,47,140,176,35,35,58,31,8,48,56,56,9,3,16,26,32,21,21,10,41,42,3,13,35,76,0,0,8,15,8,2,13,0,0,0
sid2349,27,20,48,8,22,58,41,4,4,24,6,57,23,0,4,2,8,4,33,10,21,9,0,23,3,12,8,15,22,2,8,3,8,2,9,8,12,5,3,9,12,9,3,3,4,5,10,4,5,5,4,0,0,6,4,0,0,2,0,0,0
sid2350,200,121,268,57,110,263,216,15,47,142,45,243,178,15,42,27,63,10,61,17,65,24,38,67,21,25,18,78,78,34,27,37,15,1,8,85,67,33,5,23,14,19,17,17,14,12,27,15,3,27,19,0,0,14,15,6,0,9,5,0,0
sid2351,27,19,42,10,26,67,33,4,5,22,5,20,8,0,7,5,8,7,12,2,9,2,4,9,2,5,5,17,22,6,9,2,1,0,4,4,2,1,2,4,4,3,0,0,2,2,12,0,0,4,4,0,0,5,0,1,0,0,0,0,0
sid2352,15,10,22,5,38,78,21,0,5,21,1,22,16,4,3,1,1,2,6,3,15,0,0,4,1,3,4,14,25,3,1,4,0,1,3,5,6,10,0,1,0,8,2,2,1,11,2,1,0,2,6,0,0,2,0,0,0,1,0,0,0
sid2353,124,78,173,35,84,290,146,14,25,86,25,127,97,14,27,16,28,6,28,10,57,17,17,56,9,35,23,77,130,17,15,21,12,3,13,57,35,19,13,11,2,12,3,3,11,22,38,5,1,27,27,0,0,7,8,1,0,4,0,0,0
sid2354,94,60,97,23,46,132,77,8,9,121,17,106,62,3,9,6,13,32,44,7,35,13,26,35,5,17,10,35,47,21,8,26,10,1,1,5,15,4,0,7,14,9,20,5,3,6,20,1,3,7,9,15,0,7,4,3,0,1,0,15,0
sid2355,160,105,284,76,94,320,191,8,44,150,46,226,147,65,39,24,44,20,77,33,57,20,34,56,16,31,19,82,129,36,46,25,5,22,4,49,59,34,9,46,6,6,9,9,6,18,38,16,6,18,30,0,0,23,2,4,0,4,3,0,0
sid2356,101,61,153,22,78,175,130,2,33,78,27,98,77,12,25,17,41,15,21,2,65,35,36,82,18,57,7,37,59,27,13,18,5,2,15,35,40,12,6,29,8,5,1,1,6,37,18,9,4,11,19,0,0,4,3,2,0,11,0,0,0
sid2357,56,42,81,20,39,70,53,7,3,41,9,74,48,5,10,7,11,3,26,6,19,4,13,23,2,9,6,13,18,12,3,6,12,11,4,9,13,2,2,9,5,9,1,1,5,3,21,3,2,11,3,0,0,8,4,0,0,2,2,0,0
sid2358,219,123,349,98,130,342,210,16,37,161,52,242,130,22,54,40,55,24,110,22,69,15,25,69,15,43,26,82,114,49,42,45,11,23,6,52,50,37,9,42,31,21,20,19,18,28,38,10,35,25,25,1,1,26,3,0,0,1,3,0,0
sid2359,43,25,60,10,41,105,52,2,9,54,6,44,23,8,5,2,7,17,21,4,30,7,5,19,3,9,12,27,37,10,6,13,6,1,3,8,20,3,1,9,7,11,2,2,2,6,14,4,2,5,12,0,0,4,0,1,0,2,0,0,0
sid2360,64,30,71,13,60,178,102,4,18,54,14,120,74,10,19,16,12,8,45,16,81,6,6,25,5,16,8,46,71,9,4,17,2,8,20,85,14,6,0,5,15,17,6,6,1,8,24,4,4,7,53,0,0,11,3,3,0,3,0,0,0
sid2361,51,40,59,9,25,85,40,3,5,60,5,18,12,0,0,0,6,9,6,1,7,3,22,28,15,9,18,33,26,5,15,11,3,3,10,3,8,5,0,2,3,3,3,3,2,1,15,0,2,5,1,0,0,1,0,2,0,0,0,0,0
sid2362,5,4,5,1,4,6,5,1,4,1,0,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,1,2,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
sid2363,4,3,4,0,1,16,8,0,2,1,0,4,2,0,0,0,0,0,2,1,1,0,0,1,0,1,1,6,8,2,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
sid2364,182,98,285,86,152,318,184,13,52,186,42,170,114,35,43,24,39,46,56,30,34,10,45,83,28,38,14,88,70,19,32,47,18,20,24,51,27,47,4,46,8,11,11,11,7,23,24,9,3,22,7,0,0,12,8,1,0,0,3,0,0
sid2365,105,46,108,26,50,254,127,7,23,46,13,74,50,2,30,20,29,9,24,5,83,27,9,41,3,26,18,55,156,14,30,30,12,2,9,5,36,2,1,4,2,15,7,7,2,54,21,3,1,12,41,0,0,6,5,2,1,7,1,0,0
sid2366,9,7,11,4,9,29,9,1,1,3,0,10,4,2,0,0,0,1,6,0,1,1,1,4,0,4,5,11,7,0,0,2,0,0,0,2,2,3,0,1,0,0,0,0,0,0,6,2,1,1,0,0,0,3,1,0,0,0,0,0,0
sid2367,115,72,126,37,49,153,92,6,14,85,16,88,65,8,21,13,15,23,23,3,38,8,2,28,3,16,12,31,79,13,13,26,8,4,7,29,21,15,0,16,7,13,13,13,2,16,17,1,3,11,17,0,0,7,2,1,0,5,1,0,0
sid2368,8,4,20,4,5,9,11,1,3,2,2,12,4,0,3,3,5,0,8,5,0,0,1,2,0,2,1,1,4,4,0,1,0,0,0,6,4,0,0,2,3,0,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,1,0,0,0
sid2369,61,43,81,22,42,117,54,3,9,62,5,63,53,6,10,10,10,15,10,3,26,10,21,23,2,16,9,23,54,13,14,8,5,1,3,5,19,1,3,9,2,5,5,4,5,5,7,0,1,8,7,1,0,4,8,0,0,4,0,0,0
sid2370,44,23,46,17,42,115,45,6,7,45,7,64,35,2,7,2,10,13,29,11,24,5,8,21,14,3,5,29,46,9,1,16,3,0,0,5,14,8,3,0,1,3,2,2,0,4,10,0,5,2,16,0,0,6,0,3,0,2,0,0,0
sid2371,4,1,5,1,3,4,3,0,1,1,1,3,2,2,0,0,2,0,1,1,7,4,0,3,0,2,0,1,1,0,0,3,1,0,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
sid2372,102,66,108,30,65,137,67,7,3,51,17,92,69,29,23,17,22,2,23,7,51,19,13,46,3,38,6,38,38,16,10,19,4,4,5,30,16,8,1,13,7,19,5,5,2,12,11,1,1,6,9,0,0,8,3,6,5,8,0,0,0
sid2373,73,49,73,18,41,114,56,3,6,87,9,45,20,2,8,6,13,33,25,1,28,13,23,18,3,12,28,40,38,3,8,18,3,2,6,11,16,2,0,4,13,13,4,4,0,7,16,4,8,8,2,0,0,4,0,1,0,7,0,0,0
sid2374,203,104,218,54,128,292,206,10,38,126,28,170,111,33,44,33,50,20,58,7,110,30,23,67,10,52,24,105,65,26,24,57,6,9,24,52,53,41,9,25,19,28,12,12,4,17,29,15,9,20,60,0,0,10,12,1,0,7,0,0,0
sid2375,51,30,55,14,28,66,45,3,10,45,5,42,32,1,12,7,14,18,10,4,33,12,10,22,1,16,10,21,18,4,10,13,6,4,10,26,7,1,1,5,5,3,2,1,4,3,3,3,2,4,14,1,1,1,1,0,0,1,0,0,0
sid2376,93,63,108,16,59,126,108,9,27,32,19,89,76,24,14,6,18,1,12,0,42,14,3,38,7,17,19,36,34,12,11,16,13,4,4,14,38,4,8,7,9,7,8,7,3,10,12,6,4,11,14,1,1,2,10,2,0,3,1,0,0
sid2377,54,28,73,22,26,107,52,6,11,21,4,45,32,2,12,2,15,0,13,6,32,5,6,25,5,12,7,37,44,9,5,14,9,9,9,49,6,6,0,12,1,9,3,3,2,22,11,4,3,4,13,0,0,3,0,0,0,2,0,0,0
sid2378,17,11,12,3,3,19,15,1,1,19,1,11,7,0,5,0,1,8,4,2,4,2,7,4,0,3,2,7,9,2,1,3,0,2,1,1,4,0,0,3,0,0,2,2,1,0,2,1,3,0,2,0,0,2,3,1,0,0,0,0,0
sid2379,55,39,76,28,15,56,36,2,2,52,7,55,36,0,10,6,8,20,19,3,26,18,5,24,2,14,5,17,20,4,9,8,6,2,3,23,8,15,1,7,9,2,10,7,3,23,2,1,3,7,5,3,0,3,0,2,0,0,2,3,0
sid2380,10,5,16,5,13,27,18,2,4,22,2,9,1,0,3,1,1,6,8,2,10,8,7,12,2,9,3,7,9,2,5,3,1,3,1,0,6,1,1,1,6,1,0,0,0,5,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0
sid2381,11,8,20,8,1,8,7,1,3,10,1,13,6,0,2,1,2,1,7,0,1,1,0,8,6,0,4,6,1,1,2,2,2,1,1,7,0,6,0,3,3,0,0,0,1,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0
sid2382,14,5,17,4,11,34,13,0,4,3,4,12,8,3,2,2,3,0,4,3,7,2,0,5,1,4,1,10,14,5,0,7,0,5,0,2,3,1,0,1,0,4,2,2,1,4,2,2,0,2,1,0,0,0,0,2,2,1,0,0,0
sid2383,186,117,240,55,177,429,190,15,21,117,34,192,112,10,29,23,38,12,76,24,121,34,20,96,8,64,31,121,133,25,36,41,21,12,33,65,50,15,5,31,15,25,16,16,10,16,32,7,8,32,61,0,0,22,12,7,1,8,1,0,0
sid2384,33,21,43,8,16,52,37,2,4,28,5,60,43,2,2,2,5,1,15,0,11,4,0,17,2,12,2,17,21,1,1,10,2,0,13,27,6,8,2,8,13,3,1,1,2,2,11,4,6,13,3,0,0,2,3,1,0,3,0,0,0
sid2385,513,331,617,153,230,789,513,30,92,276,63,554,375,10,75,50,81,13,176,25,178,59,25,217,49,110,93,271,266,52,69,110,57,294,122,231,114,94,9,89,68,48,17,16,32,80,92,23,20,48,41,1,0,40,20,1,2,7,2,0,0
sid2386,135,73,174,53,86,201,147,12,34,54,20,81,68,15,33,16,36,3,13,4,72,37,2,42,3,28,15,44,72,31,8,32,11,6,13,25,30,16,8,14,1,20,15,15,7,11,20,9,5,12,17,0,0,2,3,2,0,4,1,0,0
sid2387,16,12,16,4,12,37,14,2,2,8,1,26,6,0,3,1,2,2,20,3,10,1,0,10,0,10,3,13,11,5,7,2,0,5,3,6,1,7,0,0,9,1,1,1,0,0,3,1,2,0,8,0,0,4,0,0,1,0,0,0,0
sid2388,47,27,49,13,18,61,34,1,2,5,3,16,10,1,6,2,6,0,6,0,31,9,0,22,0,13,14,29,14,3,0,14,9,0,3,1,16,1,0,2,6,1,0,0,3,2,12,0,2,7,8,0,0,0,0,0,0,1,0,0,0
sid2389,14,12,19,8,5,9,10,0,4,13,4,22,18,2,2,1,2,1,4,1,5,3,1,5,0,2,0,0,4,2,0,0,0,4,0,9,0,1,0,3,0,2,2,2,0,2,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0
sid2390,22,15,24,8,4,13,13,0,3,20,1,2,2,0,4,3,9,11,0,0,6,0,2,0,0,0,2,5,5,2,2,3,0,10,0,1,0,1,1,1,0,0,2,1,2,1,2,2,7,1,1,1,1,0,0,0,0,1,0,0,0
sid2391,149,94,131,38,60,160,174,16,19,126,16,74,53,3,24,15,37,12,21,8,73,28,24,63,15,32,17,52,46,11,13,31,15,6,36,40,26,8,4,12,5,22,43,3,10,17,14,8,3,7,24,40,1,5,3,3,0,5,0,39,0
sid2392,10,4,10,2,9,24,9,0,0,4,1,8,3,0,3,0,3,1,5,0,7,1,0,6,0,6,2,8,8,0,3,3,0,1,0,0,2,0,0,0,0,4,0,0,0,0,4,0,1,2,2,0,0,3,0,0,0,1,0,0,0
sid2393,60,23,72,19,26,59,60,8,9,15,7,46,32,8,16,8,20,2,14,4,36,10,0,18,3,12,3,18,16,13,7,22,3,10,0,8,14,8,0,3,6,15,8,8,3,9,7,3,2,11,14,0,0,2,4,0,0,1,0,0,0
