,verb,present,cogmech,insight,time,relativ,funct,negate,quant,social,certain,affect,posemo,money,auxverb,future,discrep,humans,negemo,sad,percept,feel,family,bio,health,body,incl,motion,space,tentat,home,past,ingest,relig,number,achieve,adverb,work,friend,cause,anger,hear,pronoun,ipron,excl,leisure,preps,conj,death,inhib,see,ppron,i,anx,nonfl,sexual,swear,filler,assent,you,they
sid2178,8,6,9,4,6,21,7,1,0,4,2,4,4,0,1,1,1,0,0,0,0,0,0,3,1,1,1,3,12,0,0,1,1,0,0,5,2,0,2,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0
sid2179,93,64,105,35,63,112,76,8,14,78,13,97,63,7,11,7,14,4,34,7,26,7,27,46,10,24,11,22,26,11,6,19,11,6,9,18,17,2,2,6,11,13,11,11,8,6,7,3,12,15,6,0,0,9,3,2,1,2,2,0,0
sid2180,77,54,60,17,53,112,62,4,9,64,12,67,40,8,10,8,12,7,27,7,23,5,31,14,2,8,9,27,33,6,11,14,4,2,16,12,11,3,0,4,4,3,4,4,0,2,9,3,0,5,13,0,0,3,2,0,0,2,0,0,0
sid2181,282,159,261,42,149,389,261,12,37,93,38,149,110,13,68,49,73,1,38,10,75,25,34,97,17,54,50,112,123,32,50,56,30,9,28,53,57,12,2,20,9,14,9,9,7,29,49,23,7,16,31,0,0,13,19,0,0,6,0,0,0
sid2182,340,213,389,96,251,624,353,16,58,260,47,310,221,20,54,36,65,26,89,32,170,43,73,138,27,78,48,192,183,58,134,77,31,19,26,93,83,43,16,46,15,71,30,29,23,49,87,30,17,41,51,1,1,16,7,4,2,6,2,0,0
sid2183,47,32,51,7,17,59,39,3,7,60,7,68,47,10,9,6,8,23,20,7,16,8,18,20,8,6,5,21,18,10,4,7,2,4,6,9,2,3,3,8,7,3,2,1,0,0,9,3,9,7,3,1,1,6,1,5,2,1,1,0,0
sid2184,121,70,158,39,84,186,127,15,17,111,39,83,67,22,25,21,33,38,16,3,39,8,20,52,0,43,8,41,58,22,23,27,8,10,18,26,31,5,1,15,4,12,14,14,4,14,11,4,0,8,19,0,0,6,9,1,0,2,0,0,0
sid2185,131,101,207,65,76,166,128,5,27,105,22,115,90,4,17,14,41,4,25,3,125,42,64,78,6,42,22,43,55,24,5,14,30,2,9,9,36,6,0,26,11,46,13,13,12,32,26,7,2,11,45,0,0,6,10,0,0,15,0,0,0
sid2186,154,100,198,55,109,269,162,18,21,108,27,139,100,17,29,15,32,4,37,8,50,10,18,56,7,34,13,67,84,35,9,30,13,9,16,27,41,44,0,17,12,19,17,17,8,12,25,8,15,18,19,0,0,8,14,2,0,3,0,0,0
sid2187,102,58,124,42,57,151,110,10,16,82,17,110,86,21,22,20,26,3,24,6,32,11,7,17,2,9,10,54,42,21,8,22,8,1,1,58,34,7,0,8,9,12,16,15,5,6,13,3,16,5,13,1,1,4,12,0,1,4,0,0,0
sid2188,131,77,140,33,96,198,105,10,16,92,14,100,79,6,19,15,35,10,20,10,25,12,28,48,4,19,15,51,51,26,20,35,22,9,3,6,25,6,7,11,1,6,14,14,4,14,21,7,4,6,8,0,0,3,4,6,0,3,1,0,0
sid2189,42,36,86,10,53,112,66,4,14,41,19,84,74,15,4,2,17,11,10,4,43,18,4,59,8,38,7,24,42,13,5,3,12,1,11,17,19,18,6,10,1,1,4,4,2,28,10,2,1,16,26,0,0,3,1,3,0,9,0,0,0
sid2190,85,56,90,14,29,104,68,7,15,82,16,58,34,8,17,14,18,3,24,6,16,4,18,38,3,7,17,45,30,4,23,12,27,1,4,17,12,10,7,9,10,6,3,3,7,10,16,3,1,5,8,0,0,2,3,1,0,0,1,0,0
sid2191,107,60,101,31,44,96,86,6,18,66,9,63,47,5,20,16,26,1,16,4,29,9,23,36,4,24,15,30,23,5,11,27,7,4,3,27,23,4,0,12,5,12,6,6,4,2,13,2,7,7,8,0,0,6,1,3,2,4,0,0,0
sid2192,126,73,151,45,76,196,143,12,15,87,18,89,54,6,26,17,24,11,35,4,50,16,38,46,3,24,12,60,57,29,23,29,18,0,14,17,47,10,1,8,17,25,6,6,8,10,27,9,10,23,12,0,0,11,12,1,0,1,0,0,0
sid2193,64,38,50,22,16,55,57,1,11,60,6,41,27,4,15,1,13,0,14,4,13,1,16,20,2,5,0,15,25,6,5,18,13,3,11,12,11,8,6,3,8,9,3,1,0,1,5,1,7,1,2,2,2,0,0,2,0,1,0,0,0
sid2194,130,74,164,44,100,203,134,10,23,77,22,102,65,13,29,21,36,2,37,13,42,13,18,40,10,28,5,53,47,32,10,28,2,4,9,47,30,34,0,12,6,10,16,16,10,12,19,11,14,12,19,0,0,8,4,0,0,3,0,0,0
sid2195,53,25,69,28,19,76,58,4,8,35,1,37,24,4,18,11,13,3,12,3,16,6,1,8,1,7,1,21,34,15,8,11,0,9,3,28,9,4,1,4,3,2,2,2,6,1,17,3,0,2,9,0,0,3,1,0,0,2,0,0,0
sid2196,49,30,69,21,22,56,43,2,9,33,7,49,26,24,10,8,14,3,23,0,16,4,4,11,0,8,2,13,23,9,7,10,2,15,5,9,10,11,4,5,7,2,1,1,2,3,7,1,3,10,8,0,0,4,2,1,2,2,0,0,0
sid2197,69,38,64,11,34,90,62,3,14,41,10,44,16,7,18,9,18,5,28,0,6,2,9,24,9,9,6,15,41,11,10,19,7,1,5,7,10,6,1,8,12,4,4,4,2,8,6,8,12,2,0,0,0,3,1,0,1,0,0,0,0
sid2198,81,48,100,22,42,145,103,5,14,56,11,67,43,24,19,14,24,8,24,4,13,3,14,14,6,7,11,52,48,10,10,14,2,20,6,8,27,9,6,6,12,5,6,6,8,2,27,8,20,11,4,0,0,5,5,0,0,1,5,0,0
sid2199,11,9,19,7,3,16,6,0,0,20,0,8,6,0,1,0,0,5,2,1,1,1,7,0,0,0,2,4,8,2,1,2,0,3,0,3,2,2,0,6,0,0,0,0,0,1,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
sid2200,177,126,271,68,121,341,196,16,45,108,25,236,141,12,33,20,45,7,95,8,69,29,16,76,11,47,31,89,138,35,15,19,6,9,19,83,41,28,17,40,46,17,14,14,9,21,38,12,14,30,20,0,0,27,11,13,0,11,3,0,0
sid2201,237,145,235,59,96,284,203,8,37,150,21,126,84,13,41,21,51,7,42,13,67,9,29,92,26,27,49,91,100,19,45,55,32,9,31,55,37,29,10,25,18,23,10,9,7,20,47,5,16,13,22,1,1,2,14,7,0,6,0,0,0
sid2202,253,137,243,47,113,310,264,19,49,150,44,207,146,15,55,41,62,15,61,19,89,29,32,92,19,49,42,103,102,17,18,62,22,5,24,92,69,9,3,23,20,19,19,18,12,40,35,17,10,21,30,1,1,13,12,2,0,7,3,0,0
sid2203,22,12,23,5,20,55,28,2,8,27,5,25,21,0,3,3,7,11,4,1,25,9,0,13,4,6,3,19,20,3,2,7,0,0,1,3,4,2,5,1,3,1,6,6,0,3,4,0,1,1,10,0,0,0,1,3,0,4,0,0,0
sid2204,42,25,37,10,15,45,30,1,8,64,3,27,18,1,6,3,5,12,9,3,13,6,34,10,3,4,7,18,12,3,10,12,3,0,3,4,6,1,0,5,1,3,1,1,0,5,6,0,0,5,1,0,0,1,2,0,0,0,0,0,0
sid2205,14,11,10,2,8,25,14,1,1,18,1,30,18,0,2,2,1,6,12,3,16,5,1,11,2,6,2,13,5,0,2,1,1,13,2,4,3,3,5,3,5,5,1,1,0,12,4,0,1,2,4,0,0,0,2,2,0,1,0,0,0
sid2206,5,3,8,2,3,10,4,0,0,1,0,4,2,0,0,0,1,0,2,1,1,0,0,1,0,0,1,6,1,2,0,2,1,0,0,1,3,0,0,1,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
sid2207,59,33,58,22,40,94,57,4,7,58,6,34,15,0,12,11,11,11,17,4,21,10,26,31,1,19,10,32,22,4,13,15,11,0,5,4,12,2,0,3,6,8,9,4,2,0,10,4,15,3,3,5,0,7,3,4,0,1,0,5,0
sid2208,13,8,15,3,5,11,13,0,3,14,2,10,3,1,3,1,2,5,7,0,11,3,4,3,0,3,1,3,3,2,3,3,0,1,0,0,3,0,0,2,3,1,4,4,0,0,0,0,0,3,6,0,0,3,1,0,0,0,1,0,0
sid2209,77,53,104,23,35,87,63,4,8,57,14,63,53,1,8,7,13,0,10,5,30,8,13,15,5,9,5,23,28,15,15,16,1,1,5,35,21,15,2,25,3,14,9,9,5,18,10,4,7,9,7,0,0,1,5,0,0,1,2,0,0
sid2210,209,116,287,85,137,339,244,24,41,156,42,169,120,17,40,34,31,9,49,10,50,25,33,94,28,40,20,99,92,17,15,55,29,28,37,100,52,25,7,37,20,14,12,12,13,12,51,19,31,30,10,0,0,5,12,1,2,2,3,0,0
sid2211,74,46,70,12,42,113,86,4,12,56,10,42,29,5,10,5,17,3,13,2,20,8,11,30,7,18,12,37,37,9,36,18,4,0,8,7,14,2,4,7,2,0,26,7,1,0,12,2,4,8,12,19,0,2,2,1,3,5,0,19,0
sid2212,94,53,108,23,58,150,113,6,12,57,8,71,45,3,29,10,33,21,26,2,32,16,7,32,5,17,14,35,61,11,9,15,9,1,10,13,23,2,4,16,9,6,10,9,3,21,23,7,2,7,11,1,1,6,4,2,0,6,2,0,0
sid2213,73,38,70,24,35,73,57,3,18,41,5,31,22,17,16,9,19,9,9,4,12,2,16,34,2,9,9,25,14,4,14,21,23,2,4,11,12,5,0,5,2,1,2,2,1,12,3,0,0,6,2,0,0,1,1,0,0,4,0,0,0
sid2214,117,66,103,28,77,183,110,0,13,95,13,59,42,2,21,12,23,11,17,2,32,7,38,21,5,5,14,55,50,8,18,35,9,0,13,21,33,2,0,12,7,11,6,6,3,10,23,7,0,7,14,0,0,5,3,2,0,3,0,0,0
sid2215,93,49,80,17,33,94,77,9,10,61,12,34,28,4,22,19,21,3,6,3,15,4,20,12,1,5,6,27,29,10,4,22,5,4,1,30,19,3,0,11,1,9,15,4,3,9,8,6,0,4,5,11,1,1,4,3,0,0,0,10,0
sid2216,204,135,186,55,108,349,186,11,46,144,27,204,123,4,34,22,29,30,78,12,67,25,57,144,50,54,30,115,127,8,21,38,33,10,23,34,55,19,6,19,27,12,7,7,6,12,18,15,17,19,17,0,0,6,10,11,6,5,0,0,0
sid2217,198,107,197,22,119,269,242,2,27,171,44,76,54,4,53,43,49,9,22,11,40,14,54,40,7,28,48,80,62,30,33,40,4,25,20,83,45,12,0,13,4,5,67,22,18,3,26,12,2,7,26,45,0,1,7,1,1,0,0,45,0
sid2218,64,37,56,15,54,110,59,0,8,56,8,57,33,1,15,11,22,17,22,2,46,20,0,29,6,21,9,24,44,5,1,13,2,1,4,7,16,3,0,2,13,8,3,3,0,3,13,8,2,8,16,0,0,3,5,0,0,13,0,0,0
sid2219,61,40,45,8,52,170,81,6,14,71,3,51,29,2,8,5,10,11,22,4,29,10,36,44,1,24,10,53,68,1,10,14,18,6,7,25,16,5,2,8,4,6,8,8,0,5,22,6,0,7,12,0,0,5,1,1,0,3,0,0,0
sid2220,48,28,47,5,32,77,44,1,11,67,6,48,36,6,9,7,14,13,12,3,14,4,27,28,0,22,7,21,23,3,10,12,3,6,6,13,11,7,2,8,6,4,2,2,0,3,3,3,5,3,6,0,0,1,2,3,0,1,2,0,0
sid2221,10,6,13,4,10,14,11,2,0,5,4,7,7,1,1,1,1,1,0,0,4,2,1,6,3,1,0,2,2,0,1,3,2,0,1,1,4,0,0,1,0,1,1,1,2,2,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0
sid2222,7,3,9,2,2,8,7,2,0,2,0,9,3,0,3,1,1,0,6,0,2,0,0,0,0,0,0,4,2,3,0,2,0,0,0,0,0,0,2,1,2,2,1,1,2,3,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0
sid2223,126,69,119,24,71,228,115,10,16,143,16,107,88,4,33,23,40,82,19,10,73,24,25,38,5,21,15,34,129,13,29,25,6,2,2,6,32,1,6,14,2,16,7,6,8,39,21,4,1,7,36,1,1,6,8,8,2,9,1,0,0
sid2224,152,74,348,90,112,321,223,9,44,149,59,210,141,22,65,45,67,23,66,21,69,29,38,88,28,53,21,57,144,34,25,17,6,24,14,67,42,75,2,35,15,14,15,14,6,12,43,8,17,32,24,1,1,17,6,2,0,1,0,0,0
sid2225,299,212,234,39,187,463,291,28,53,138,34,142,89,15,22,14,35,13,52,7,88,51,21,147,14,99,56,127,145,14,35,67,35,5,30,71,68,20,3,26,33,20,5,5,15,20,102,39,31,25,17,0,0,6,21,3,0,3,0,0,0
sid2226,24,11,62,23,38,67,49,6,13,25,12,44,24,1,7,5,6,2,20,5,10,5,7,14,5,7,1,19,11,6,1,7,2,4,7,12,11,6,3,8,4,1,0,0,3,5,9,2,6,4,4,0,0,4,2,0,1,1,0,0,0
sid2227,220,165,182,27,145,415,193,15,29,130,25,169,68,9,15,10,26,1,100,17,56,15,37,150,1,129,42,143,123,4,27,42,13,8,34,105,37,14,1,13,20,20,7,7,11,26,61,15,28,25,15,0,0,57,15,7,0,0,0,0,0
sid2228,164,104,168,27,133,435,183,12,14,105,20,106,92,0,32,22,45,50,14,4,175,38,16,71,7,42,45,126,188,20,32,31,8,17,29,31,36,6,2,10,3,48,6,6,9,57,62,9,0,18,79,0,0,3,4,15,0,17,1,0,0
sid2229,4,2,7,4,4,7,7,1,1,2,1,10,8,0,2,1,2,0,2,0,4,0,0,4,1,2,0,2,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,3,0,0,0,1,0,0,1,0,0,0
sid2230,79,55,73,15,46,103,79,4,10,75,7,38,34,9,13,10,21,5,4,0,11,1,37,36,5,2,9,38,24,6,12,12,28,45,13,9,22,8,1,12,0,2,11,11,3,13,7,8,1,3,8,0,0,1,3,1,0,6,1,0,0
sid2231,11,5,17,6,25,36,19,3,4,13,4,18,8,1,2,1,4,1,10,1,9,2,0,9,2,4,0,4,9,4,2,4,3,2,2,3,2,1,2,0,8,1,2,2,0,5,4,1,2,1,7,0,0,0,0,0,0,2,0,0,0
sid2232,100,62,114,32,75,182,79,7,17,61,10,76,58,5,8,4,13,7,17,5,78,20,23,50,5,34,18,53,55,21,38,30,13,11,2,3,18,4,1,8,4,23,4,4,6,50,25,7,1,14,31,0,0,7,2,0,0,1,0,0,0
sid2233,25,15,36,13,18,68,31,0,11,10,1,30,14,1,3,2,6,3,16,4,27,10,0,12,1,10,1,20,29,5,5,7,1,3,1,4,6,2,1,3,8,7,1,1,1,5,9,4,0,8,6,0,0,1,1,0,0,2,0,0,0
sid2234,55,45,61,11,31,96,52,3,10,8,6,23,19,0,4,2,11,3,4,0,27,12,0,25,4,15,13,33,37,8,1,7,6,0,6,3,15,1,0,10,2,0,7,7,0,4,8,2,2,10,15,0,0,1,4,0,0,7,0,0,0
sid2235,7,4,24,3,19,36,25,2,8,9,3,30,15,3,2,0,2,0,15,3,13,8,2,15,1,14,2,4,13,2,3,2,0,2,3,10,7,2,0,0,2,1,0,0,0,3,5,2,0,11,3,0,0,7,0,0,0,1,0,0,0
sid2236,510,312,637,156,281,716,512,37,89,305,106,483,334,71,118,74,132,51,146,31,236,65,57,364,21,175,41,172,259,91,70,88,171,15,54,123,120,105,32,68,35,28,39,35,18,116,70,20,6,57,59,4,1,33,31,6,3,18,0,3,0
sid2237,10,6,22,8,10,26,17,1,5,5,0,20,7,3,1,1,2,0,13,8,0,0,0,1,0,1,1,5,11,4,1,3,0,4,1,6,6,2,1,5,2,0,0,0,1,2,4,2,10,2,0,0,0,2,0,0,0,0,0,0,0
sid2238,109,63,90,14,48,122,87,4,13,82,12,49,29,4,20,16,33,18,19,3,37,11,12,46,9,21,11,34,36,13,11,26,15,8,15,22,15,1,1,3,10,10,11,11,4,8,10,0,4,6,10,0,0,4,3,1,0,1,1,0,0
sid2239,210,110,228,48,123,325,210,21,55,125,35,173,132,7,43,28,48,21,41,17,82,25,16,62,6,54,14,90,115,38,11,59,2,3,9,82,49,18,4,23,11,27,11,10,5,11,42,15,5,26,28,1,1,2,7,0,0,10,2,0,0
sid2240,103,64,107,25,44,157,102,7,13,94,16,82,65,0,23,16,38,15,17,3,62,13,43,42,4,29,23,60,61,8,14,17,6,6,17,8,20,5,2,4,2,9,10,7,2,15,17,0,2,5,33,3,3,4,3,3,0,8,1,0,0
sid2241,69,42,66,4,38,125,69,5,13,37,7,50,39,1,16,9,16,12,11,3,38,16,4,36,0,26,18,38,49,8,20,13,7,0,11,27,9,0,2,1,4,9,4,4,3,9,13,1,4,7,19,0,0,3,1,3,3,2,0,0,0
sid2242,22,13,28,6,15,36,22,0,3,13,1,15,13,2,4,3,6,0,2,0,8,7,0,13,1,12,7,8,14,3,1,5,0,0,1,7,7,1,0,3,0,1,2,2,0,0,6,2,3,1,0,0,0,1,1,0,0,1,0,0,0
sid2243,365,204,581,194,224,624,442,31,77,299,77,459,292,48,85,59,87,22,164,46,124,41,72,125,22,81,40,175,221,65,46,83,15,47,35,135,101,73,28,73,40,37,43,12,16,42,92,28,22,35,41,31,1,39,12,12,1,7,4,30,0
sid2244,3,3,2,0,2,8,4,0,1,0,0,6,3,1,0,0,0,0,3,0,2,2,0,6,2,3,1,2,4,0,0,0,2,0,0,2,1,2,0,1,2,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0
sid2245,2,2,0,0,1,1,2,1,0,1,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
sid2246,23,18,28,6,12,31,14,0,2,10,2,16,11,0,5,1,5,4,5,2,14,9,0,18,2,15,4,6,14,3,3,2,1,0,0,1,4,2,1,5,3,0,2,2,1,0,1,1,3,2,1,0,0,0,1,0,0,1,0,0,0
sid2247,149,102,166,37,92,254,125,7,23,85,17,167,132,5,22,18,26,9,35,10,42,19,22,27,7,16,18,82,78,30,7,25,2,33,10,69,31,16,8,14,10,7,5,5,6,18,28,4,2,16,23,0,0,7,2,2,1,2,0,0,0
sid2248,5,4,6,0,0,5,5,1,3,2,0,6,3,1,1,1,0,0,3,1,0,0,0,2,1,1,3,3,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
sid2249,62,42,70,18,37,77,72,3,15,33,9,38,28,8,10,6,18,7,10,1,14,4,5,17,1,16,5,16,25,8,6,11,2,0,9,15,20,7,0,10,3,6,5,5,5,2,8,5,6,4,4,0,0,3,3,5,5,2,1,0,0
sid2250,208,151,203,23,130,317,240,17,45,106,33,106,72,27,24,17,32,6,34,13,77,38,35,81,14,46,45,92,88,3,35,34,21,4,50,50,37,9,0,31,8,24,9,9,9,28,73,23,4,31,14,0,0,7,13,3,2,4,0,0,0
sid2251,105,67,119,33,64,188,105,6,12,112,18,148,99,6,15,6,20,4,49,15,62,13,41,39,5,17,19,72,53,20,14,24,16,6,7,15,17,4,11,8,13,7,33,10,4,16,20,2,7,2,38,23,1,9,1,5,5,3,2,22,0
sid2252,199,124,250,69,132,317,205,12,30,112,30,206,139,6,47,27,63,15,66,12,102,31,26,67,15,32,25,69,124,41,19,32,20,13,17,34,59,20,14,16,16,22,17,17,10,43,25,16,2,18,43,0,0,21,12,1,0,15,1,0,0
sid2253,129,85,214,67,70,180,144,9,29,66,30,145,111,28,25,12,34,1,33,12,48,22,8,36,14,15,17,35,78,26,2,22,5,13,16,17,36,15,2,19,10,7,11,9,6,9,24,7,1,21,17,2,2,5,8,2,0,4,0,0,0
sid2254,51,34,40,6,44,80,52,4,12,46,7,54,33,6,7,4,7,7,21,5,11,5,5,18,4,12,7,21,12,1,4,10,2,7,16,24,7,2,1,6,3,2,2,0,0,26,4,1,7,4,5,2,1,11,0,0,0,0,0,1,0
sid2255,20,12,32,13,22,47,25,0,6,21,4,35,24,5,2,1,4,4,11,4,25,5,7,22,6,9,1,10,16,2,12,7,3,4,4,10,8,4,0,3,1,4,1,1,2,4,4,4,17,2,12,0,0,4,0,4,0,1,0,0,0
sid2256,121,79,133,27,82,201,100,9,22,96,15,112,68,12,19,13,25,15,42,14,43,12,27,41,12,13,10,55,60,19,16,25,15,4,22,24,11,12,5,19,1,17,5,5,10,6,18,3,2,12,14,0,0,21,1,1,0,3,1,0,0
sid2257,100,71,103,23,65,178,84,7,6,110,5,99,65,5,9,5,17,0,34,7,44,10,20,31,1,20,19,57,54,7,17,21,11,4,13,29,29,14,14,10,23,21,4,3,2,6,19,3,6,13,12,1,0,3,7,0,0,2,0,1,0
sid2258,184,90,233,67,126,238,194,9,33,84,34,135,86,35,59,31,61,13,49,12,30,7,10,20,6,10,21,69,69,27,11,41,5,3,22,62,40,18,2,27,8,8,12,12,6,8,16,13,4,11,19,0,0,7,11,0,1,13,3,0,0
sid2259,127,84,175,35,66,245,97,1,20,119,8,129,80,10,13,10,31,10,47,7,54,15,23,28,10,11,19,99,75,20,22,31,7,17,31,40,16,28,3,33,27,15,2,1,3,20,17,5,9,18,19,1,1,6,3,0,0,5,0,0,0
sid2260,186,108,164,34,70,198,189,9,21,120,28,78,56,4,48,38,46,6,21,4,26,8,44,21,3,14,22,73,57,17,22,32,3,6,11,50,50,12,5,17,8,7,27,15,1,4,30,15,1,6,10,12,0,2,13,1,0,2,1,12,0
sid2261,159,88,146,33,91,260,152,10,23,99,22,89,49,7,30,20,34,17,40,10,53,22,19,72,10,43,21,86,73,19,19,41,18,8,19,38,28,11,0,9,20,15,13,11,2,11,33,15,17,9,15,2,0,6,3,1,0,2,0,2,0
sid2262,27,16,27,5,19,46,28,1,17,32,5,33,23,1,6,3,5,5,10,0,8,1,11,9,2,5,1,11,15,4,6,6,0,2,3,33,4,2,1,1,2,4,1,1,2,0,6,0,0,2,3,0,0,4,0,2,0,0,0,0,0
sid2263,265,164,288,79,137,343,240,19,38,108,43,160,104,10,65,40,62,10,56,14,101,38,12,82,11,46,18,86,119,42,25,51,21,1,14,46,57,15,3,20,13,42,17,17,11,21,37,13,2,33,21,0,0,17,10,10,1,3,2,0,0
sid2264,20,16,22,5,17,34,19,1,3,6,3,13,7,0,2,1,4,0,6,0,9,5,0,7,0,1,6,10,9,5,3,2,6,0,1,9,6,2,0,1,4,1,4,4,1,0,2,1,0,2,3,0,0,0,2,0,0,2,0,0,0
sid2265,45,27,43,11,23,59,39,0,4,27,6,42,26,1,7,3,7,1,16,8,24,1,5,9,1,5,3,23,13,2,7,13,1,16,9,8,16,3,0,3,4,7,2,1,2,3,1,0,4,6,12,1,1,3,3,2,0,0,0,0,0
sid2266,30,17,29,9,20,45,23,1,2,30,0,30,17,0,8,4,9,7,12,0,6,3,14,7,0,4,6,14,13,5,4,8,3,2,2,3,5,2,1,1,4,1,0,0,1,4,6,0,1,2,2,0,0,6,2,0,0,3,0,0,0
sid2267,69,41,60,17,32,84,76,4,10,90,6,71,52,9,8,4,17,5,19,4,44,5,45,22,4,6,7,41,16,5,13,21,8,8,7,26,22,0,0,7,9,2,22,1,3,8,4,10,3,5,35,21,1,2,4,5,0,5,0,20,0
sid2268,48,29,59,21,25,59,55,4,13,22,4,44,37,22,7,6,5,2,7,2,35,23,0,36,1,31,8,13,17,4,13,13,4,6,8,5,13,2,0,1,5,3,5,5,4,5,13,1,2,11,9,0,0,0,1,0,0,0,0,0,0
sid2269,19,13,21,6,12,26,17,1,3,14,1,25,17,3,2,2,4,1,8,3,3,1,4,6,3,3,2,7,7,2,2,4,0,5,3,13,6,9,0,4,4,1,1,1,0,2,0,2,2,1,1,0,0,2,1,0,0,0,0,0,0
sid2270,71,48,70,15,34,96,77,11,11,33,9,63,42,7,11,7,13,2,21,5,41,17,12,29,3,23,9,36,27,5,18,12,3,5,21,26,11,5,0,11,6,1,5,5,6,9,11,3,2,3,19,0,0,8,2,0,1,1,1,0,0
sid2271,446,288,646,145,328,719,529,40,86,209,94,415,267,15,85,57,114,28,146,42,187,43,18,125,28,48,40,168,223,121,27,77,40,11,39,122,146,58,5,73,23,38,54,52,38,39,94,32,11,54,87,2,0,41,14,9,1,11,2,2,0
sid2272,115,79,127,30,55,170,118,8,21,132,12,119,71,10,16,7,14,22,48,12,45,17,32,62,9,35,28,67,42,11,27,23,16,42,8,37,20,6,0,17,13,6,30,2,1,18,18,3,6,7,18,28,2,10,5,3,0,1,0,26,0
sid2273,67,57,76,20,39,74,48,3,8,48,5,52,37,16,5,3,15,9,15,2,18,5,16,17,0,9,5,21,16,18,21,6,8,2,1,11,12,2,0,7,4,5,15,15,7,3,5,4,2,6,8,0,0,1,0,0,0,2,0,0,0
sid2274,39,27,37,8,16,51,43,1,7,18,8,40,24,2,7,3,7,3,16,6,15,5,0,13,4,9,6,15,15,2,12,6,0,28,0,4,9,1,1,4,5,4,11,3,0,2,8,2,0,4,6,8,0,0,1,0,0,1,0,8,0
sid2275,2,0,6,2,4,5,5,0,1,0,2,9,4,1,2,2,1,0,5,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
sid2276,31,15,28,0,17,42,31,1,3,15,4,24,13,0,11,9,15,2,11,2,18,2,0,12,4,5,6,23,6,7,0,5,3,0,5,3,5,0,8,0,5,0,1,1,0,3,5,2,8,2,17,0,0,3,1,1,0,6,0,0,0
sid2277,103,66,123,26,65,163,92,10,18,63,17,77,55,11,20,13,37,16,21,5,43,20,9,34,10,16,12,47,59,13,8,17,6,9,5,13,23,15,2,13,3,8,7,4,9,11,18,5,2,11,10,3,0,13,5,2,0,8,0,3,0
sid2278,57,31,46,3,36,102,53,2,6,43,10,54,30,3,15,11,9,11,24,10,27,9,19,39,3,30,11,32,34,6,7,11,5,4,4,10,6,1,0,3,8,7,0,0,1,12,22,4,3,5,11,0,0,3,0,2,0,2,0,0,0
sid2279,235,151,308,75,144,391,228,25,40,142,54,290,175,22,51,35,50,23,114,28,99,36,13,148,23,73,34,131,118,36,26,41,49,17,24,74,48,11,12,31,35,10,21,21,16,27,35,16,23,32,39,0,0,31,7,4,0,8,2,0,0
sid2280,83,53,56,14,34,96,52,0,11,33,8,32,17,4,16,10,12,7,14,2,12,6,1,18,3,8,12,37,24,3,8,17,8,2,3,7,10,4,4,7,4,4,0,0,2,1,12,2,3,2,2,0,0,6,0,0,0,1,2,0,0
sid2281,10,5,9,5,1,3,5,0,3,2,0,8,5,0,1,1,2,0,3,0,1,0,0,0,0,0,0,3,0,0,0,4,0,5,0,5,1,2,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
sid2282,70,43,49,13,25,98,51,5,13,28,5,37,28,41,8,6,7,7,9,2,8,1,5,13,0,3,11,44,30,3,11,19,10,11,5,41,13,20,0,4,4,1,2,1,7,4,8,7,4,1,5,1,1,2,1,0,0,1,0,0,0
sid2283,96,56,129,27,60,209,81,4,9,71,15,82,49,4,15,11,14,3,33,9,27,6,17,38,11,19,13,63,78,11,12,25,8,75,19,26,23,26,2,15,10,9,0,0,4,19,14,2,3,23,7,0,0,7,3,1,1,1,1,0,0
sid2284,40,22,71,24,55,95,62,10,9,36,17,60,39,3,8,4,20,1,20,4,27,7,4,19,2,9,4,12,37,5,8,10,4,9,3,8,12,11,3,6,10,12,7,5,4,9,17,9,3,2,8,2,2,3,4,4,5,11,0,0,0
sid2285,85,53,97,31,89,205,107,4,27,81,12,99,61,14,13,6,11,22,38,17,55,26,9,50,3,31,15,52,60,17,10,22,14,5,6,15,22,12,2,7,6,10,21,3,2,12,18,8,2,3,20,18,0,8,1,2,1,1,0,18,0
