,X1,X2,Nation,language_family
1532,2.6243582,-39.75444,English,Germanic
1533,9.563413,-30.288012,Russian,Slavic
1534,-27.4854,8.030052,Japanese,East_Asia
1535,19.2781,12.5044365,Belgian,Germanic
1536,2.1548474,2.5940313,French,Italic
1537,16.695362,21.879745,Japanese,East_Asia
1538,26.725697,15.117349,Scandinavian,Germanic
1539,-28.276806,-5.676909,Albanian,Albanian
1540,4.723946,37.631138,Scandinavian,Germanic
1541,-22.710432,11.870219,Nigerian,Chadic
1542,-1.7012268,-19.098433,North_American_Native,Native_American
1543,-2.8807278,-16.806639,North_American_Native,Native_American
1544,-29.175404,4.4397044,Brazilian,Italic
1545,-12.779725,21.004293,Maori,Austronesian
1546,22.702377,-13.653002,Serbian,Slavic
1547,9.122884,-13.08042,North_American_Native,Native_American
1548,-5.654932,24.047123,English,Germanic
1549,5.560316,14.572116,German,Germanic
1550,27.073477,11.373871,Danish,Germanic
1551,-14.608388,19.89439,Australian_Ethnic,Austronesian
1552,9.685755,-25.667274,German,Germanic
1553,25.862265,14.614412,Scandinavian,Germanic
1554,-17.137281,32.422512,North_American_Native,Native_American
1555,-0.27697036,-4.529655,Greek,Hellenic
1556,2.4548228,14.062591,North_American_Native,Native_American
1557,-28.405659,-0.61882514,Scandinavian,Germanic
1558,2.3328514,-15.191508,North_American_Native,Native_American
1559,13.2258215,-34.01352,Norwegian,Germanic
1560,-20.556648,-14.421478,English,Germanic
1561,10.276551,6.7059684,Indian,Hindustani
1562,12.295895,6.1226,Arabic,Semitic
1563,-8.535303,3.3786132,Nordic,Germanic
1564,15.659606,15.394229,Croatian,Slavic
1565,-7.658608,5.019094,German,Germanic
1566,5.880073,13.870114,Chinese,East_Asia
1567,-22.35794,-10.481752,Scandinavian,Germanic
1568,17.134853,17.325233,Scandinavian,Germanic
1569,4.2417154,-12.935092,French,Italic
1570,-17.644253,19.000523,South_African,Bantu
1571,-13.87987,27.941202,Philippine,Austronesian
1572,-8.207637,-1.7087688,Nigerian,Chadic
1573,12.454835,7.0074215,Indian,Hindustani
1574,-23.262606,-4.4569287,Indian,Hindustani
1575,-16.11227,14.33432,Irish,Celtic
1576,26.52589,-2.5279171,Chinese,East_Asia
1577,10.795794,-25.72448,German,Germanic
1578,-14.278482,31.55283,Maori,Austronesian
1579,-24.015232,-29.420176,German,Germanic
1580,28.31347,25.96605,French,Italic
